name,grade,city,gugun,dong,address,lat,lng
영일고등학교,고등학교,서울특별시,강서구,등촌동,서울특별시 강서구 등촌로51가길 26,37.5473671,126.8618151
동양고등학교,고등학교,서울특별시,강서구,가양동,서울특별시 강서구 허준로 50,37.5687587,126.8470842
명덕고등학교,고등학교,서울특별시,강서구,내발산동,서울특별시 강서구 강서로47길 34-10,37.5536011,126.8347305
화곡고등학교,고등학교,서울특별시,강서구,내발산동,서울특별시 강서구 강서로45길 69,37.5480355,126.831698
마포고등학교,고등학교,서울특별시,강서구,등촌동,서울특별시 강서구 화곡로 403,37.55998993,126.8531328
대일고등학교,고등학교,서울특별시,강서구,등촌동,서울특별시 강서구 등촌로 105,37.5394531,126.8632842
세현고등학교,고등학교,서울특별시,강서구,가양동,서울특별시 강서구 허준로 227,37.5604161,126.8637798
수명고등학교,고등학교,서울특별시,강서구,내발산동,서울특별시 강서구 수명로2길 15,37.5497013,126.8242688
공항고등학교,고등학교,서울특별시,강서구,방화동,서울특별시 강서구 개화동로 495,37.56929277,126.8063246
백암고등학교,고등학교,서울특별시,양천구,신정동,서울특별시 양천구 신정로13길 16,37.5117371,126.8440539
광영여자고등학교,고등학교,서울특별시,양천구,신월동,서울특별시 양천구 남부순환로30길 17,37.53779,126.8241074
목동고등학교,고등학교,서울특별시,양천구,신정동,서울특별시 양천구 목동동로2길 68,37.5090728,126.8607466
압구정고등학교,고등학교,서울특별시,강남구,압구정동,서울특별시 강남구 압구정로39길 20,37.5311729,127.0328538
개포고등학교,고등학교,서울특별시,강남구,개포동,서울특별시 강남구 개포로 402,37.4846776,127.0596014
경기여자고등학교,고등학교,서울특별시,강남구,개포동,서울특별시 강남구 삼성로 29,37.486824,127.0660933
경기고등학교,고등학교,서울특별시,강남구,삼성동,서울특별시 강남구 영동대로 643,37.5161265,127.05525
동덕여자고등학교,고등학교,서울특별시,서초구,방배동,서울특별시 서초구 효령로2길 123-5,37.4759144,126.9927567
서문여자고등학교,고등학교,서울특별시,서초구,방배동,서울특별시 서초구 동광로12길 84,37.4885743,126.985083
상문고등학교,고등학교,서울특별시,서초구,방배동,서울특별시 서초구 명달로 45,37.4794948,127.0045069
언남고등학교,고등학교,서울특별시,서초구,양재동,서울특별시 서초구 동산로13길 35,37.4725868,127.042718
서초고등학교,고등학교,서울특별시,서초구,서초동,서울특별시 서초구 반포대로27길 29,37.4893168,127.0057059
양재고등학교,고등학교,서울특별시,서초구,서초동,서울특별시 서초구 남부순환로346길 9,37.4827746,127.0324921
반포고등학교,고등학교,서울특별시,서초구,반포동,서울특별시 서초구 고무래로 71,37.5022177,127.016153
서울고등학교,고등학교,서울특별시,서초구,서초동,서울특별시 서초구 효령로 197,37.4842697,127.005399
영락고등학교,고등학교,서울특별시,관악구,봉천동,서울특별시 관악구 청룡16길 25,37.4763092,126.9446913
동대문중학교,중학교,서울특별시,동대문구,전농동,서울특별시 동대문구 사가정로 59,37.5742981,127.0519039
전농중학교,중학교,서울특별시,동대문구,전농동,서울특별시 동대문구 사가정로13길 71,37.5803315,127.0601296
전일중학교,중학교,서울특별시,동대문구,전농동,서울특별시 동대문구 사가정로13길 67,37.5819789,127.0583551
장평중학교,중학교,서울특별시,동대문구,장안동,서울특별시 동대문구 답십리로72길 158,37.5665027,127.0705294
숭인중학교,중학교,서울특별시,동대문구,답십리동,서울특별시 동대문구 천호대로47길 34,37.5737834,127.0438537
은평중학교,중학교,서울특별시,은평구,구산동,서울특별시 은평구 갈현로17나길 12-1,37.6107316,126.9084436
진관중학교,중학교,서울특별시,은평구,진관동,서울특별시 은평구 진관4로 36,37.6439091,126.9256292
신도중학교,중학교,서울특별시,은평구,진관동,서울특별시 은평구 진관1로 77-30,37.6327604,126.9308427
증산중학교,중학교,서울특별시,은평구,증산동,서울특별시 은평구 증산로5길 27-30,37.5833357,126.9039526
구산중학교,중학교,서울특별시,은평구,구산동,서울특별시 은평구 갈현로15길 20-23,37.6096859,126.9088711
혜원여자중학교,중학교,서울특별시,중랑구,망우동,서울특별시 중랑구 봉우재로58길 39,37.592991,127.0967967
영란여자중학교,중학교,서울특별시,중랑구,망우동,서울특별시 중랑구 망우로73길 56,37.6037439,127.1049617
송곡여자중학교,중학교,서울특별시,중랑구,망우동,서울특별시 중랑구 양원역로 67,37.6063172,127.1053091
장안중학교,중학교,서울특별시,중랑구,중화동,서울특별시 중랑구 동일로 780,37.6005832,127.0809446
중랑중학교,중학교,서울특별시,중랑구,중화동,서울특별시 중랑구 동일로140길 33,37.6051919,127.0813987
신현중학교,중학교,서울특별시,중랑구,상봉동,서울특별시 중랑구 봉화산로 162,37.6046114,127.0916088
상봉중학교,중학교,서울특별시,중랑구,상봉동,서울특별시 중랑구 상봉중앙로8나길 28,37.6014604,127.0900877
태릉중학교,중학교,서울특별시,중랑구,묵동,서울특별시 중랑구 공릉로2길 60-25,37.6123214,127.0830802
원묵중학교,중학교,서울특별시,중랑구,묵동,서울특별시 중랑구 신내로23길 57,37.6177721,127.0840347
용마중학교,중학교,서울특별시,중랑구,면목동,서울특별시 중랑구 면목로28길 18,37.5743518,127.0860548
면목중학교,중학교,서울특별시,중랑구,면목동,서울특별시 중랑구 용마산로70길 37,37.5830377,127.0960613
중화중학교,중학교,서울특별시,중랑구,면목동,서울특별시 중랑구 용마산로 364,37.5846058,127.0952009
봉화중학교,중학교,서울특별시,중랑구,망우동,서울특별시 중랑구 망우로70길 89,37.5960866,127.1042177
동원중학교,중학교,서울특별시,중랑구,망우동,서울특별시 중랑구 양원역로 32,37.6037348,127.1088882
대광중학교,중학교,서울특별시,동대문구,신설동,서울특별시 동대문구 안암로 6,37.577861,127.0247227
경희여자중학교,중학교,서울특별시,동대문구,회기동,서울특별시 동대문구 경희대로 26,37.5939495,127.0548902
휘경여자중학교,중학교,서울특별시,동대문구,휘경동,서울특별시 동대문구 한천로 247,37.5831849,127.0673783
정화여자중학교,중학교,서울특별시,동대문구,제기동,서울특별시 동대문구 홍릉로15길 50,37.5857064,127.0408473
동국대학교사범대학부속중학교,중학교,서울특별시,동대문구,장안동,서울특별시 동대문구 장안벚꽃로 201,37.57804844,127.0751705
경희중학교,중학교,서울특별시,동대문구,이문동,서울특별시 동대문구 경희대로 26,37.5939495,127.0548902
휘경중학교,중학교,서울특별시,동대문구,휘경동,서울특별시 동대문구 망우로18나길 20,37.5871413,127.0620517
전동중학교,중학교,서울특별시,동대문구,휘경동,서울특별시 동대문구 장안벚꽃로 291,37.5856607,127.0711298
청량중학교,중학교,서울특별시,동대문구,청량리동,서울특별시 동대문구 왕산로 301,37.5878065,127.0511245
성일중학교,중학교,서울특별시,동대문구,제기동,서울특별시 동대문구 왕산로23길 55,37.5812877,127.0340095
창천중학교,중학교,서울특별시,마포구,노고산동,서울특별시 마포구 백범로1길 56,37.5548546,126.9393201
성사중학교,중학교,서울특별시,마포구,성산동,서울특별시 마포구 모래내로9길 16,37.5682832,126.9133116
서울여자중학교,중학교,서울특별시,마포구,염리동,서울특별시 마포구 백범로25길 34,37.5478121,126.9485819
명지중학교,중학교,서울특별시,서대문구,홍은동,서울특별시 서대문구 명지2길 56,37.5848709,126.9270773
이화여자대학교사범대학부속이화금란중학교,중학교,서울특별시,서대문구,대신동,서울특별시 서대문구 성산로 520,37.56312436,126.9443854
정원여자중학교,중학교,서울특별시,서대문구,홍은동,서울특별시 서대문구 연희로37안길 51,37.5850101,126.9332912
중앙여자중학교,중학교,서울특별시,서대문구,북아현동,서울특별시 서대문구 북아현로11가길 7,37.5628641,126.9531684
동명여자중학교,중학교,서울특별시,서대문구,천연동,서울특별시 서대문구 독립문로 49,37.5685235,126.9623079
한성중학교,중학교,서울특별시,서대문구,북아현동,서울특별시 서대문구 북아현로1길 24,37.55909581,126.9544568
인창중학교,중학교,서울특별시,서대문구,충정로2가,서울특별시 서대문구 경기대로 65,37.5651781,126.9639075
인왕중학교,중학교,서울특별시,서대문구,홍제동,서울특별시 서대문구 세검정로4길,37.5926488,126.9517708
홍은중학교,중학교,서울특별시,서대문구,홍은동,서울특별시 서대문구 연희로41길 94,37.5926855,126.9351327
서연중학교,중학교,서울특별시,서대문구,연희동,서울특별시 서대문구 연희로11마길 9-6,37.5681089,126.9276344
연북중학교,중학교,서울특별시,서대문구,연희동,서울특별시 서대문구 연희로36길 32,37.5772168,126.9385603
신연중학교,중학교,서울특별시,서대문구,연희동,서울특별시 서대문구 모래내로 408,37.5824549,126.9394981
연희중학교,중학교,서울특별시,서대문구,남가좌동,서울특별시 서대문구 증가로 170,37.5794106,126.9187767
충암중학교,중학교,서울특별시,은평구,응암동,서울특별시 은평구 가좌로5길 5,37.5850457,126.9217386
영락중학교,중학교,서울특별시,은평구,응암동,서울특별시 은평구 백련산로 134-6,37.59695868,126.9251334
선정중학교,중학교,서울특별시,은평구,갈현동,서울특별시 은평구 서오릉로20길 19,37.618336,126.9087107
예일여자중학교,중학교,서울특별시,은평구,구산동,서울특별시 은평구 연서로 117,37.6101791,126.9151623
선일여자중학교,중학교,서울특별시,은평구,갈현동,서울특별시 은평구 갈현로29길 27,37.6197088,126.9126173
숭실중학교,중학교,서울특별시,은평구,신사동,서울특별시 은평구 은평터널로7길 6,37.593125,126.9032327
대성중학교,중학교,서울특별시,은평구,갈현동,서울특별시 은평구 갈현로29길 51-24,37.6222852,126.9095921
연서중학교,중학교,서울특별시,은평구,증산동,서울특별시 은평구 증산서길 125-6,37.5869994,126.9097051
덕산중학교,중학교,서울특별시,은평구,신사동,서울특별시 은평구 가좌로 400,37.6021261,126.9044799
상신중학교,중학교,서울특별시,은평구,신사동,서울특별시 은평구 증산로15길 61,37.5898474,126.906663
연천중학교,중학교,서울특별시,은평구,불광동,서울특별시 은평구 연서로41길 30,37.6274422,126.9258482
연신중학교,중학교,서울특별시,은평구,불광동,서울특별시 은평구 연서로33길 16-32,37.6234911,126.9247507
불광중학교,중학교,서울특별시,은평구,불광동,서울특별시 은평구 불광로 180,37.6230951,126.932123
안천중학교,중학교,서울특별시,금천구,독산동,서울특별시 금천구 한내로 69-44,37.4593606,126.8874105
난곡중학교,중학교,서울특별시,금천구,독산동,서울특별시 금천구 문성로 67,37.4778025,126.9107419
가산중학교,중학교,서울특별시,금천구,독산동,서울특별시 금천구 시흥대로115길 48,37.4685225,126.8943615
세일중학교,중학교,서울특별시,금천구,독산동,서울특별시 금천구 시흥대로147길 34,37.4746253,126.8954859
문성중학교,중학교,서울특별시,금천구,독산동,서울특별시 금천구 독산로102길 78,37.4754183,126.9079037
시흥중학교,중학교,서울특별시,금천구,시흥동,서울특별시 금천구 시흥대로38길 60,37.4460493,126.9051484
우신중학교,중학교,서울특별시,구로구,궁동,서울특별시 구로구 부일로 917,37.4951383,126.8268765
영서중학교,중학교,서울특별시,구로구,구로동,서울특별시 구로구 도림로20길 35,37.4889819,126.8942198
영림중학교,중학교,서울특별시,구로구,구로동,서울특별시 구로구 가마산로27길 17,37.4975539,126.8903736
구로중학교,중학교,서울특별시,구로구,구로동,서울특별시 구로구 구로중앙로 48,37.4946496,126.8909153
오류중학교,중학교,서울특별시,구로구,고척동,서울특별시 구로구 고척로27바길 19,37.5078957,126.8461243
고척중학교,중학교,서울특별시,구로구,고척동,서울특별시 구로구 중앙로3길 20,37.5002646,126.861981
개웅중학교,중학교,서울특별시,구로구,개봉동,서울특별시 구로구 개봉로11길 81,37.4873146,126.851246
개봉중학교,중학교,서울특별시,구로구,개봉동,서울특별시 구로구 고척로21나길 68,37.5029403,126.8422137
오남중학교,중학교,서울특별시,구로구,오류동,서울특별시 구로구 오리로9길 25,37.4871448,126.8359411
경인중학교,중학교,서울특별시,구로구,개봉동,서울특별시 구로구 경인로 301,37.4982046,126.8542405
신도림중학교,중학교,서울특별시,구로구,신도림동,서울특별시 구로구 경인로63길 74,37.5108953,126.8853644
구일중학교,중학교,서울특별시,구로구,구로동,서울특별시 구로구 구일로 90-133,37.4950996,126.8737218
동도중학교,중학교,서울특별시,마포구,염리동,서울특별시 마포구 백범로 139,37.5463299,126.9473737
홍익대학교사범대학부속여자중학교,중학교,서울특별시,마포구,성산동,서울특별시 마포구 성미산로 51,37.5601359,126.9134939
경성중학교,중학교,서울특별시,마포구,연남동,서울특별시 마포구 성미산로 111,37.56350983,126.9191674
광성중학교,중학교,서울특별시,마포구,신수동,서울특별시 마포구 신수로8길 20,37.5486226,126.9363687
숭문중학교,중학교,서울특별시,마포구,대흥동,서울특별시 마포구 숭문길 99,37.55088946,126.9457706
상암중학교,중학교,서울특별시,마포구,상암동,서울특별시 마포구 상암산로1길 26,37.5788784,126.8878697
성산중학교,중학교,서울특별시,마포구,합정동,서울특별시 마포구 성지1길 32-13,37.547454,126.9160619
중암중학교,중학교,서울특별시,마포구,중동,서울특별시 마포구 월드컵북로38길 25,37.5723226,126.9033873
아현중학교,중학교,서울특별시,마포구,아현동,서울특별시 마포구 마포대로 247,37.5564008,126.9565001
신수중학교,중학교,서울특별시,마포구,신수동,서울특별시 마포구 신수로 49,37.546446,126.9336333
성서중학교,중학교,서울특별시,마포구,성산동,서울특별시 마포구 성산로4길 42,37.5626372,126.9085186
하계중학교,중학교,서울특별시,노원구,하계동,서울특별시 노원구 노원로 261-8,37.6410862,127.0719341
상경중학교,중학교,서울특별시,노원구,상계동,서울특별시 노원구 동일로227길 61,37.6670457,127.0533357
상원중학교,중학교,서울특별시,노원구,상계동,서울특별시 노원구 수락산로 182,37.6715436,127.0595044
선덕중학교,중학교,서울특별시,도봉구,쌍문동,서울특별시 도봉구 시루봉로 53,37.655351,127.0268289
정의여자중학교,중학교,서울특별시,도봉구,쌍문동,서울특별시 도봉구 노해로49길 69,37.6529105,127.0318063
창북중학교,중학교,서울특별시,도봉구,창동,서울특별시 도봉구 노해로62길 33,37.6494708,127.0385766
창일중학교,중학교,서울특별시,도봉구,창동,서울특별시 도봉구 노해로66길 60,37.6488018,127.0465188
노곡중학교,중학교,서울특별시,도봉구,창동,서울특별시 도봉구 노해로70길 95,37.6485909,127.053561
효문중학교,중학교,서울특별시,도봉구,쌍문동,서울특별시 도봉구 우이천로 432,37.6520737,127.0183774
신도봉중학교,중학교,서울특별시,도봉구,쌍문동,서울특별시 도봉구 도봉로115길 16,37.6492547,127.0331989
백운중학교,중학교,서울특별시,도봉구,쌍문동,서울특별시 도봉구 도봉로129길 50,37.6563724,127.0358991
창동중학교,중학교,서울특별시,도봉구,방학동,서울특별시 도봉구 방학로 32,37.6629833,127.0497887
방학중학교,중학교,서울특별시,도봉구,방학동,서울특별시 도봉구 시루봉로 188,37.6653358,127.0316064
신방학중학교,중학교,서울특별시,도봉구,방학동,서울특별시 도봉구 시루봉로 156,37.6636445,127.0295168
도봉중학교,중학교,서울특별시,도봉구,도봉동,서울특별시 도봉구 마들로 671,37.6707284,127.0459742
북서울중학교,중학교,서울특별시,도봉구,도봉동,서울특별시 도봉구 도봉로169가길 33,37.6813005,127.0430239
여의도중학교,중학교,서울특별시,영등포구,여의도동,서울특별시 영등포구 국제금융로7길 46,37.5239481,126.9357145
윤중중학교,중학교,서울특별시,영등포구,여의도동,서울특별시 영등포구 여의동로3길 3,37.5189785,126.923703
대영중학교,중학교,서울특별시,영등포구,신길동,서울특별시 영등포구 도림로80가길 14,37.503337,126.9049773
양화중학교,중학교,서울특별시,영등포구,문래동3가,서울특별시 영등포구 당산로 56,37.5197727,126.8960538
대림중학교,중학교,서울특별시,영등포구,대림동,서울특별시 영등포구 시흥대로185길 6,37.4920503,126.9077656
영남중학교,중학교,서울특별시,영등포구,대림동,서울특별시 영등포구 대림로31나길 17,37.4976237,126.8958925
선유중학교,중학교,서울특별시,영등포구,양평동3가,서울특별시 영등포구 선유로 213,37.5328432,126.8942213
문래중학교,중학교,서울특별시,영등포구,문래동6가,서울특별시 영등포구 선유서로13길 6,37.5202148,126.884443
당산서중학교,중학교,서울특별시,영등포구,당산동5가,서울특별시 영등포구 당산로41길 12,37.5322632,126.8985048
당산중학교,중학교,서울특별시,영등포구,당산동,서울특별시 영등포구 버드나루로 160,37.5314041,126.9075733
영원중학교,중학교,서울특별시,영등포구,영등포동,서울특별시 영등포구 영등포로62길 31,37.5150593,126.913731
동일중학교,중학교,서울특별시,금천구,시흥동,서울특별시 금천구 탑골로10길 45,37.45167193,126.9168874
문일중학교,중학교,서울특별시,금천구,시흥동,서울특별시 금천구 시흥대로47길 45,37.4493523,126.8984231
덕성여자중학교,중학교,서울특별시,종로구,송현동,서울특별시 종로구 율곡로3길 49,37.5779699,126.9817133
경신중학교,중학교,서울특별시,종로구,혜화동,서울특별시 종로구 혜화로 74,37.5914502,127.0006702
동성중학교,중학교,서울특별시,종로구,혜화동,서울특별시 종로구 대학로 156,37.5850524,127.0024292
대신중학교,중학교,서울특별시,종로구,행촌동,서울특별시 종로구 사직로 9,37.5734256,126.9618971
청운중학교,중학교,서울특별시,종로구,청운동,서울특별시 종로구 창의문로 51,37.5896155,126.970349
서울대학교사범대학부설여자중학교,중학교,서울특별시,종로구,동숭동,서울특별시 종로구 대학로 64,37.5770935,127.003843
재현중학교,중학교,서울특별시,노원구,중계동,서울특별시 노원구 덕릉로82길 64,37.6615474,127.0814504
청원중학교,중학교,서울특별시,노원구,상계동,서울특별시 노원구 한글비석로 506,37.6660284,127.0620129
상명중학교,중학교,서울특별시,노원구,중계동,서울특별시 노원구 덕릉로 553,37.6494211,127.0682006
염광중학교,중학교,서울특별시,노원구,월계동,서울특별시 노원구 월계로45가길 9,37.6302165,127.0492435
광운중학교,중학교,서울특별시,노원구,월계동,서울특별시 노원구 광운로1길 24,37.6208454,127.0561467
신상중학교,중학교,서울특별시,노원구,상계동,서울특별시 노원구 동일로216길 42,37.6516104,127.0636359
중평중학교,중학교,서울특별시,노원구,하계동,서울특별시 노원구 동일로203길 87,37.6369404,127.062228
중원중학교,중학교,서울특별시,노원구,중계동,서울특별시 노원구 공릉로 420,37.6441977,127.0680699
을지중학교,중학교,서울특별시,노원구,중계동,서울특별시 노원구 덕릉로 580,37.6495848,127.071707
중계중학교,중학교,서울특별시,노원구,중계동,서울특별시 노원구 덕릉로76길 23,37.6550962,127.0754735
상계제일중학교,중학교,서울특별시,노원구,중계동,서울특별시 노원구 덕릉로86길 29-15,37.661342,127.0777604
신창중학교,중학교,서울특별시,노원구,월계동,서울특별시 노원구 월계로45길 92,37.6283226,127.0474202
월계중학교,중학교,서울특별시,노원구,월계동,서울특별시 노원구 월계로45가길 54,37.6305995,127.0523673
녹천중학교,중학교,서울특별시,노원구,월계동,서울특별시 노원구 월계로 376,37.6313108,127.0620087
수락중학교,중학교,서울특별시,노원구,상계동,서울특별시 노원구 동일로 1729,37.6827948,127.0545923
노일중학교,중학교,서울특별시,노원구,상계동,서울특별시 노원구 동일로231길 24,37.6725826,127.0539025
노원중학교,중학교,서울특별시,노원구,상계동,서울특별시 노원구 동일로213길 26,37.6491471,127.0594579
온곡중학교,중학교,서울특별시,노원구,상계동,서울특별시 노원구 노원로 492,37.6602624,127.0644701
상계중학교,중학교,서울특별시,노원구,상계동,서울특별시 노원구 노원로 398,37.6526466,127.0688583
한천중학교,중학교,서울특별시,노원구,공릉동,서울특별시 노원구 공릉로 265,37.63131305,127.0724683
태랑중학교,중학교,서울특별시,노원구,공릉동,서울특별시 노원구 화랑로51나길 51,37.6266378,127.0918527
공릉중학교,중학교,서울특별시,노원구,공릉동,서울특별시 노원구 노원로1길 42,37.6222083,127.0837653
불암중학교,중학교,서울특별시,노원구,하계동,서울특별시 노원구 한글비석로5길 45,37.6459258,127.0735521
송파중학교,중학교,서울특별시,송파구,가락동,서울특별시 송파구 동남로 203,37.4960117,127.1297717
석촌중학교,중학교,서울특별시,송파구,가락동,서울특별시 송파구 송이로15길 13,37.5011612,127.1212477
잠실중학교,중학교,서울특별시,송파구,신천동,서울특별시 송파구 올림픽로35길 130,37.5178192,127.0986647
잠신중학교,중학교,서울특별시,송파구,잠실동,서울특별시 송파구 잠실로 12,37.5158407,127.0876619
신천중학교,중학교,서울특별시,송파구,잠실동,서울특별시 송파구 백제고분로 11,37.5162057,127.0783933
문정중학교,중학교,서울특별시,송파구,문정동,서울특별시 송파구 문정로 73,37.4885685,127.1299473
가원중학교,중학교,서울특별시,송파구,가락동,서울특별시 송파구 중대로10길 40-18,37.490634,127.1230469
오륜중학교,중학교,서울특별시,송파구,방이동,서울특별시 송파구 양재대로 1242,37.5161458,127.1388726
서울체육중학교,중학교,서울특별시,송파구,방이동,서울특별시 송파구 강동대로 232,37.5216734,127.130579
방산중학교,중학교,서울특별시,송파구,방이동,서울특별시 송파구 오금로29길 31,37.5091513,127.1219039
성심여자중학교,중학교,서울특별시,용산구,원효로4가,서울특별시 용산구 원효로19길 49,37.5341025,126.9542291
보성여자중학교,중학교,서울특별시,용산구,용산동2가,서울특별시 용산구 신흥로3가길 66,37.5426751,126.9844016
신광여자중학교,중학교,서울특별시,용산구,청파동3가,서울특별시 용산구 청파로 263,37.5431703,126.9699957
배문중학교,중학교,서울특별시,용산구,서계동,서울특별시 용산구 효창원로 258,37.54991971,126.9639049
오산중학교,중학교,서울특별시,용산구,보광동,서울특별시 용산구 보광로7길 17,37.52378179,127.0008688
용강중학교,중학교,서울특별시,용산구,이촌동,서울특별시 용산구 이촌로65가길 91,37.5211849,126.9758922
한강중학교,중학교,서울특별시,용산구,서빙고동,서울특별시 용산구 녹사평대로 73,37.523952,126.9923454
선린중학교,중학교,서울특별시,용산구,청파동3가,서울특별시 용산구 원효로97길 33-4,37.5427169,126.9663628
용산중학교,중학교,서울특별시,용산구,용산동2가,서울특별시 용산구 두텁바위로 74,37.5463224,126.9810267
장충중학교,중학교,서울특별시,중구,신당동,서울특별시 중구 동호로15길 93,37.5531662,127.0065905
대경중학교,중학교,서울특별시,중구,신당동,서울특별시 중구 매봉18길 111,37.55669583,127.0175331
한양중학교,중학교,서울특별시,중구,신당동,서울특별시 중구 을지로 299,37.5653699,127.0118163
장원중학교,중학교,서울특별시,중구,신당동,서울특별시 중구 동호로15길 93-34,37.5537683,127.0063639
덕수중학교,중학교,서울특별시,중구,인현동2가,서울특별시 중구 마른내로9길 10,37.5653267,126.9972317
금호여자중학교,중학교,서울특별시,중구,신당동,서울특별시 중구 청구로 6,37.5578679,127.0200384
창덕여자중학교,중학교,서울특별시,중구,정동,서울특별시 중구 정동길 22,37.5664694,126.9695822
중앙중학교,중학교,서울특별시,종로구,계동,서울특별시 종로구 창덕궁길 164,37.584897,126.9870352
상명대학교사범대학부속여자중학교,중학교,서울특별시,종로구,홍지동,서울특별시 종로구 홍지문2길 20,37.6041771,126.9556929
배화여자중학교,중학교,서울특별시,종로구,누상동,서울특별시 종로구 필운대로1길 34,37.57849658,126.9668889
동신중학교,중학교,서울특별시,강동구,천호동,서울특별시 강동구 진황도로 72,37.536407,127.1343241
천호중학교,중학교,서울특별시,강동구,천호동,서울특별시 강동구 상암로 153,37.5466448,127.1392699
강일중학교,중학교,서울특별시,강동구,암사동,서울특별시 강동구 고덕로27길 12,37.5551525,127.1382586
신암중학교,중학교,서울특별시,강동구,암사동,서울특별시 강동구 고덕로 65,37.555955,127.1330777
성내중학교,중학교,서울특별시,강동구,성내동,서울특별시 강동구 성안로7길 36,37.529222,127.1296609
한산중학교,중학교,서울특별시,강동구,둔촌동,서울특별시 강동구 풍성로 251,37.5287123,127.1402895
신명중학교,중학교,서울특별시,강동구,길동,서울특별시 강동구 명일로24길 25,37.54182637,127.1492982
명일중학교,중학교,서울특별시,강동구,고덕동,서울특별시 강동구 양재대로156길 57,37.557063,127.1477463
고덕중학교,중학교,서울특별시,강동구,고덕동,서울특별시 강동구 동남로82길 94,37.5601307,127.1610289
강동중학교,중학교,서울특별시,강동구,강일동,서울특별시 강동구 풍산로 237,37.5694623,127.177855
둔촌중학교,중학교,서울특별시,강동구,둔촌동,서울특별시 강동구 진황도로61길 25-30,37.5304436,127.145921
천일중학교,중학교,서울특별시,강동구,천호동,서울특별시 강동구 천중로 57,37.5458932,127.1275908
강명중학교,중학교,서울특별시,강동구,강일동,서울특별시 강동구 상일로12길 56,37.55559451,127.1748984
정신여자중학교,중학교,서울특별시,송파구,잠실동,서울특별시 송파구 올림픽로4길 16,37.5091964,127.0727415
일신여자중학교,중학교,서울특별시,송파구,송파동,서울특별시 송파구 송파대로38길 8,37.5017771,127.1135991
영파여자중학교,중학교,서울특별시,송파구,풍납동,서울특별시 송파구 올림픽로 565,37.5326565,127.1202571
보인중학교,중학교,서울특별시,송파구,오금동,서울특별시 송파구 오금로49길 18,37.497266,127.1388757
배명중학교,중학교,서울특별시,송파구,삼전동,서울특별시 송파구 삼학사로 11,37.4984761,127.0955809
보성중학교,중학교,서울특별시,송파구,방이동,서울특별시 송파구 양재대로 1278,37.5195022,127.1351642
문현중학교,중학교,서울특별시,송파구,장지동,서울특별시 송파구 충민로 99,37.4805468,127.1279339
아주중학교,중학교,서울특별시,송파구,잠실동,서울특별시 송파구 올림픽로4길 69,37.50522875,127.0765489
풍성중학교,중학교,서울특별시,송파구,풍납동,서울특별시 송파구 강동대로2길 27,37.5255948,127.1127759
풍납중학교,중학교,서울특별시,송파구,풍납동,서울특별시 송파구 올림픽로43길 20,37.5255375,127.1159443
오주중학교,중학교,서울특별시,송파구,오금동,서울특별시 송파구 동남로 281,37.50166,127.136224
오금중학교,중학교,서울특별시,송파구,오금동,서울특별시 송파구 오금로35길 20,37.5050018,127.1282173
세륜중학교,중학교,서울특별시,송파구,오금동,서울특별시 송파구 양재대로72길 41,37.5085227,127.1312179
가락중학교,중학교,서울특별시,송파구,송파동,서울특별시 송파구 송이로 45,37.5026324,127.1186676
방이중학교,중학교,서울특별시,송파구,방이동,서울특별시 송파구 오금로11길 64,37.5149532,127.113231
거원중학교,중학교,서울특별시,송파구,거여동,서울특별시 송파구 양산로2길 30,37.4874893,127.1465347
공진중학교,중학교,서울특별시,강서구,가양동,서울특별시 강서구 양천로55길 56,37.5664762,126.851037
수명중학교,중학교,서울특별시,강서구,내발산동,서울특별시 강서구 수명로2길 16,37.5486465,126.8236662
삼정중학교,중학교,서울특별시,강서구,방화동,서울특별시 강서구 금낭화로 210,37.581086,126.8108847
성재중학교,중학교,서울특별시,강서구,가양동,서울특별시 강서구 허준로 36,37.5692295,126.8452929
등명중학교,중학교,서울특별시,강서구,등촌동,서울특별시 강서구 공항대로39길 39,37.5601467,126.8433052
봉영여자중학교,중학교,서울특별시,양천구,신정동,서울특별시 양천구 목동동로2길 68,37.5090728,126.8607466
양정중학교,중학교,서울특별시,양천구,목동,서울특별시 양천구 안양천로 1039,37.5347501,126.8871706
영도중학교,중학교,서울특별시,양천구,목동,서울특별시 양천구 목동중앙남로 27,37.5364895,126.8663661
월촌중학교,중학교,서울특별시,양천구,목동,서울특별시 양천구 목동서로 31,37.5375617,126.882725
금옥중학교,중학교,서울특별시,양천구,신정동,서울특별시 양천구 신정로 213,37.5106219,126.8442611
목동중학교,중학교,서울특별시,양천구,신정동,서울특별시 양천구 목동동로 172,37.5206085,126.8717016
강신중학교,중학교,서울특별시,양천구,신월동,서울특별시 양천구 남부순환로 604,37.5150787,126.8388714
양천중학교,중학교,서울특별시,양천구,신월동,서울특별시 양천구 지양로7길 32,37.5195099,126.8307371
양강중학교,중학교,서울특별시,양천구,신월동,서울특별시 양천구 중앙로 319,37.5246363,126.849861
양서중학교,중학교,서울특별시,양천구,신월동,서울특별시 양천구 남부순환로 380,37.5322157,126.8291403
신원중학교,중학교,서울특별시,양천구,신월동,서울특별시 양천구 가로공원로55길 19,37.5367988,126.8238344
신월중학교,중학교,서울특별시,양천구,신월동,서울특별시 양천구 남부순환로29길 25,37.5406576,126.8285666
