name,grade,city,gugun,dong,address,lat,lng
광양고등학교,고등학교,서울특별시,광진구,자양동,서울특별시 광진구 자양로3가길 31,37.5293846,127.0855989
한양대학교사범대학부속고등학교,고등학교,서울특별시,성동구,사근동,서울특별시 성동구 마조로 42,37.56191893,127.042326
경일고등학교,고등학교,서울특별시,성동구,성수동1가,서울특별시 성동구 성수일로 27,37.5435875,127.0480483
중경고등학교,고등학교,서울특별시,용산구,이촌동,서울특별시 용산구 이촌로84길 34,37.5176026,126.9757149
이화여자고등학교,고등학교,서울특별시,중구,순화동,서울특별시 중구 정동길,37.56557705,126.9696428
성동고등학교,고등학교,서울특별시,중구,신당동,서울특별시 중구 퇴계로90길 17,37.5641164,127.0232038
중앙고등학교,고등학교,서울특별시,종로구,계동,서울특별시 종로구 창덕궁길 164,37.584897,126.9870352
동성고등학교,고등학교,서울특별시,종로구,혜화동,서울특별시 종로구 대학로 156,37.5850756,127.0024292
배재고등학교,고등학교,서울특별시,강동구,고덕동,서울특별시 강동구 고덕로 227,37.5558123,127.1504916
보인고등학교,고등학교,서울특별시,송파구,오금동,서울특별시 송파구 오금로49길 18,37.4972181,127.1388757
현대고등학교,고등학교,서울특별시,강남구,압구정동,서울특별시 강남구 압구정로 127,37.5250492,127.0226425
중동고등학교,고등학교,서울특별시,강남구,일원동,서울특별시 강남구 일원로 7,37.4935585,127.0804483
휘문고등학교,고등학교,서울특별시,강남구,대치동,서울특별시 강남구 역삼로 541,37.5049279,127.0620662
세화여자고등학교,고등학교,서울특별시,서초구,반포동,서울특별시 서초구 신반포로 56-7,37.5018559,126.9922636
세화고등학교,고등학교,서울특별시,서초구,반포동,서울특별시 서초구 신반포로 56-7,37.5018343,126.9922636
미림여자고등학교,고등학교,서울특별시,관악구,신림동,서울특별시 관악구 호암로 546,37.4665516,126.932908
당곡고등학교,고등학교,서울특별시,관악구,봉천동,서울특별시 관악구 봉천로21길 108,37.4916205,126.9346016
경문고등학교,고등학교,서울특별시,동작구,동작동,서울특별시 동작구 동작대로 171,37.4933383,126.9822717
장훈고등학교,고등학교,서울특별시,영등포구,신길동,서울특별시 영등포구 영등포로64길 26,37.5133645,126.9151152
대영고등학교,고등학교,서울특별시,영등포구,신길동,서울특별시 영등포구 도림로86길 16,37.50366271,126.9058641
금천고등학교,고등학교,서울특별시,금천구,시흥동,서울특별시 금천구 시흥대로38길 26,37.444959,126.9055327
우신고등학교,고등학교,서울특별시,구로구,궁동,서울특별시 구로구 부일로 917,37.4951383,126.8268765
고척고등학교,고등학교,서울특별시,구로구,고척동,서울특별시 구로구 중앙로15길 162,37.5085758,126.8506504
구현고등학교,고등학교,서울특별시,구로구,구로동,서울특별시 구로구 경인로53가길 17,37.5022028,126.8744458
등촌고등학교,고등학교,서울특별시,강서구,등촌동,서울특별시 강서구 공항대로39길 115,37.5625935,126.8450161
한가람고등학교,고등학교,서울특별시,양천구,목동,서울특별시 양천구 목동서로 15,37.5376281,126.8841248
양정고등학교,고등학교,서울특별시,양천구,목동,서울특별시 양천구 안양천로 1039,37.5347501,126.8871706
숭문고등학교,고등학교,서울특별시,마포구,대흥동,서울특별시 마포구 숭문길 99,37.5508728,126.9457596
상암고등학교,고등학교,서울특별시,마포구,상암동,서울특별시 마포구 월드컵북로 445,37.5813832,126.8836186
서울여자고등학교,고등학교,서울특별시,마포구,염리동,서울특별시 마포구 백범로25길 34,37.5478121,126.9485819
이화여자대학교사범대학부속이화금란고등학교,고등학교,서울특별시,서대문구,대신동,서울특별시 서대문구 성산로 560,37.56636584,126.947661
하나고등학교,고등학교,서울특별시,은평구,진관동,서울특별시 은평구 연서로 535,37.6409443,126.9367183
환일고등학교,고등학교,서울특별시,마포구,아현동,서울특별시 중구 환일길 47,37.553868,126.9621659
도선고등학교,고등학교,서울특별시,성동구,하왕십리동,서울특별시 성동구 마장로 156,37.566656,127.0271249
금호고등학교,고등학교,서울특별시,성동구,금호동1가,서울특별시 성동구 금호로 118,37.5536206,127.0234354
영동중학교,중학교,서울특별시,서초구,우면동,서울특별시 서초구 성촌길 14,37.4659194,127.025224
가재울중학교,중학교,서울특별시,서대문구,북가좌동,서울특별시 서대문구 수색로 100-75,37.57517285,126.9099537
가재울고등학교,고등학교,서울특별시,서대문구,북가좌동,서울특별시 서대문구 수색로 100-35,37.5743151,126.9095302
서울상현초등학교,초등학교,서울특별시,동작구,상도동,서울특별시 동작구 상도로58길 21,37.4949618,126.9527374
천왕중학교,중학교,서울특별시,구로구,천왕동,서울특별시 구로구 천왕로 63,37.48265604,126.8373334
마곡중학교,중학교,서울특별시,강서구,마곡동,서울특별시 강서구 마곡중앙5로 58,37.5679071,126.8214007
경복비즈니스고등학교,고등학교,서울특별시,강서구,등촌동,서울특별시 강서구 화곡로 379,37.5580254,126.8526703
서울공항초등학교,초등학교,서울특별시,강서구,마곡동,서울특별시 강서구 마곡서1로 68,37.5632004,126.8215615
서울공진초등학교,초등학교,서울특별시,강서구,마곡동,서울특별시 강서구 마곡서로 33,37.5578048,126.822611
서울세명초등학교,초등학교,서울특별시,강남구,세곡동,서울특별시 강남구 자곡로 55,37.46885737,127.0910573
계성고등학교,고등학교,서울특별시,성북구,길음동,서울특별시 성북구 길음로 63,37.6075189,127.0204337
환일중학교,중학교,서울특별시,중구,만리동2가,서울특별시 중구 환일길 47,37.5538139,126.9621659
서울가재울초등학교,초등학교,서울특별시,서대문구,남가좌동,서울특별시 서대문구 모래내로15길 61,37.57376622,126.9183891
서울어울초등학교,초등학교,서울특별시,은평구,녹번동,서울특별시 은평구 통일로 650,37.60656187,126.9350984
서울강솔초등학교,초등학교,서울특별시,강동구,강일동,서울특별시 강동구 고덕로97길 80,37.56186818,127.1802689
세곡중학교,중학교,서울특별시,강남구,자곡동,서울특별시 강남구 자곡로 81,37.4715425,127.0922007
서울우솔초등학교,초등학교,서울특별시,서초구,우면동,서울특별시 서초구 양재대로2길 74,37.45652907,127.0189383
서울금나래초등학교,초등학교,서울특별시,금천구,독산동,서울특별시 금천구 시흥대로79길 37,37.45822937,126.8962417
송례중학교,중학교,서울특별시,송파구,장지동,서울특별시 송파구 위례순환로 429,37.4777414,127.1396227
서울송례초등학교,초등학교,서울특별시,송파구,장지동,서울특별시 송파구 위례순환로 439,37.4777342,127.1383172
서울새솔초등학교,초등학교,서울특별시,중랑구,신내동,서울특별시 중랑구 신내역로1길 164,37.6179891,127.1113289
서울율현초등학교,초등학교,서울특별시,강남구,자곡동,서울특별시 강남구 밤고개로21길 15,37.4745155,127.1082848
서울자곡초등학교,초등학교,서울특별시,강남구,자곡동,서울특별시 강남구 자곡로 150,37.47219144,127.0995995
서울하늘숲초등학교,초등학교,서울특별시,구로구,천왕동,서울특별시 구로구 오리로 1106,37.4846884,126.842417
서울위례별초등학교,초등학교,서울특별시,송파구,장지동,서울특별시 송파구 위례광장로 243,37.47908578,127.1450416
서울해누리초등학교,초등학교,서울특별시,송파구,가락동,서울특별시 송파구 송파대로 345,37.49761178,127.1025328
서울언남초등학교,초등학교,서울특별시,서초구,내곡동,서울특별시 서초구 헌릉로8길 42,37.4539185,127.0613427
대일관광고등학교,고등학교,서울특별시,양천구,신정동,서울특별시 양천구 신정이펜1로 11,37.51141277,126.8349048
광신고등학교,고등학교,서울특별시,관악구,신림동,서울특별시 관악구 광신길 141,37.4651377,126.9256312
서울미술고등학교,고등학교,서울특별시,관악구,봉천동,서울특별시 관악구 남부순환로247길 26,37.47676,126.9671283
서울문영여자고등학교,고등학교,서울특별시,관악구,봉천동,서울특별시 관악구 관악로 85,37.4731302,126.9513293
성보고등학교,고등학교,서울특별시,관악구,신림동,서울특별시 관악구 남부순환로156길 39,37.4801177,126.9207947
남강고등학교,고등학교,서울특별시,관악구,신림동,서울특별시 관악구 난곡로34길 80,37.4719974,126.9247473
삼성고등학교,고등학교,서울특별시,관악구,신림동,서울특별시 관악구 신림로 41,37.4691633,126.9436438
인헌고등학교,고등학교,서울특별시,관악구,봉천동,서울특별시 관악구 인헌9길 74,37.4715662,126.9702013
신림고등학교,고등학교,서울특별시,관악구,신림동,서울특별시 관악구 문성로 119,37.4786338,126.9173643
구암고등학교,고등학교,서울특별시,관악구,봉천동,서울특별시 관악구 성현로 57,37.4924558,126.9502242
숭의여자고등학교,고등학교,서울특별시,동작구,대방동,서울특별시 동작구 여의대방로36길 79,37.5073276,126.9292344
성남고등학교,고등학교,서울특별시,동작구,대방동,서울특별시 동작구 대방동길 74,37.50528121,126.9266132
동작고등학교,고등학교,서울특별시,동작구,사당동,서울특별시 동작구 솔밭로 51,37.48260068,126.965086
수도여자고등학교,고등학교,서울특별시,동작구,신대방동,서울특별시 동작구 여의대방로10길 73,37.4931834,126.9155129
영등포고등학교,고등학교,서울특별시,동작구,대방동,서울특별시 동작구 등용로8길 5,37.50905578,126.9347349
